27.71,1,0.00748263066829106,0.4,0.00748263066829106,0.4,0.4
27.68,0,0.007134984103196932,0.4,0.007134984103196932,0.4,0.4
27.71,1,0.002825580206572758,0.6,0.002825580206572758,0.6,0.6
27.77,1,0.002317971162937545,0.8,0.002317971162937545,0.8,0.8
27.82,1,0.0017329611223944716,0.8,0.0017329611223944716,0.8,0.8
27.9,1,0.0018015746301521013,0.8,0.0018015746301521013,0.8,0.8
27.91,1,0.001656730888842664,1.0,0.001656730888842664,1.0,1.0
27.84,0,0.0019415802083937333,0.8,0.0019415802083937333,0.8,0.8
27.53,0,0.0037355350444004862,0.6,0.0037355350444004862,0.6,0.6
27.05,0,0.006862539192557972,0.4,0.006862539192557972,0.4,0.4
26.94,0,0.007100722071402837,0.2,0.007100722071402837,0.2,0.2
26.86,0,0.007622949881510526,0.0,0.007622949881510526,0.0,0.0
26.86,0,0.007121337556179103,0.0,0.007121337556179103,0.0,0.0
26.64,0,0.00653244966579816,0.0,0.00653244966579816,0.0,0.0
26.11,0,0.007024323668387751,0.0,0.007024323668387751,0.0,0.0
25.56,0,0.010423960212484222,0.0,0.010423960212484222,0.0,0.0
25.74,1,0.011238498518788251,0.2,0.011238498518788251,0.2,0.2
24.32,0,0.022271909552199272,0.2,0.022271909552199272,0.2,0.2
24.7,1,0.023758785948327345,0.4,0.023758785948327345,0.4,0.4
25.19,1,0.02374741830538076,0.6,0.02374741830538076,0.6,0.6
25.19,0,0.01953447307366877,0.6,0.01953447307366877,0.6,0.6
24.82,0,0.021063696049475184,0.4,0.021063696049475184,0.4,0.4
24.57,0,0.012044789447973913,0.4,0.012044789447973913,0.4,0.4
25.45,1,0.016082996611181077,0.4,0.016082996611181077,0.4,0.4
25.57,1,0.01305841081542373,0.4,0.01305841081542373,0.4,0.4
25.43,0,0.014153444057504298,0.4,0.014153444057504298,0.4,0.4
25.44,1,0.011294417644480016,0.6,0.011294417644480016,0.6,0.6
25.54,1,0.010066076734582827,0.8,0.010066076734582827,0.8,0.8
25.43,0,0.0037642634633098873,0.6,0.0037642634633098873,0.6,0.6
24.4,0,0.0109219064248044,0.4,0.0109219064248044,0.4,0.4
24.39,0,0.00990884039583857,0.4,0.00990884039583857,0.4,0.4
24.16,0,0.011716211989019693,0.2,0.011716211989019693,0.2,0.2
24.07,0,0.011675081579589911,0.0,0.011675081579589911,0.0,0.0
24.23,1,0.012143143441706382,0.2,0.012143143441706382,0.2,0.2
24.18,0,0.004455186454588075,0.2,0.004455186454588075,0.2,0.2
24.04,0,0.005531201044616436,0.2,0.005531201044616436,0.2,0.2
24.77,1,0.009718393498903707,0.4,0.009718393498903707,0.4,0.4
25.06,1,0.011314902574451724,0.6,0.011314902574451724,0.6,0.6
25.07,1,0.010065255280097777,0.6,0.010065255280097777,0.6,0.6
25.1,1,0.00989187364179275,0.8,0.00989187364179275,0.8,0.8
25.2,1,0.009530704587653621,1.0,0.009530704587653621,1.0,1.0
25.19,0,0.003536858352542808,0.8,0.003536858352542808,0.8,0.8
25.25,1,0.001671695680092826,0.8,0.001671695680092826,0.8,0.8
25.33,1,0.0022255505867327064,0.8,0.0022255505867327064,0.8,0.8
25.07,0,0.004039122407978239,0.6,0.004039122407978239,0.6,0.6
25.08,1,0.003322086284423,0.6,0.003322086284423,0.6,0.6
24.9,0,0.0046781279036225264,0.6,0.0046781279036225264,0.6,0.6
24.63,0,0.00637042308673689,0.4,0.00637042308673689,0.4,0.4
24.48,0,0.006954786516989784,0.2,0.006954786516989784,0.2,0.2
24.34,0,0.006045675669071217,0.2,0.006045675669071217,0.2,0.2
24.29,0,0.0063767453870900385,0.0,0.0063767453870900385,0.0,0.0
