Date,Close,Change,Momentum
2008.01.10 14:00:00,25.25,0.0023818975784040777,1
2008.01.10 15:00:00,25.33,0.003168316831683101,1
2008.01.11 09:30:00,25.07,0.010264508487958865,0
2008.01.11 10:00:00,25.08,0.0003988831272436382,1
2008.01.11 11:00:00,24.9,0.007177033492822955,0
2008.01.11 12:00:00,24.63,0.010843373493975888,0
2008.01.11 13:00:00,24.48,0.006090133982947567,0
2008.01.11 14:00:00,24.34,0.005718954248366036,0
2008.01.11 15:00:00,24.29,0.002054231717337745,0
2008.01.14 09:30:00,25.02,0.030053519967064655,1
2008.01.14 10:00:00,25.11,0.003597122302158268,1
2008.01.14 11:00:00,25.29,0.007168458781361996,1
2008.01.14 12:00:00,25.18,0.004349545274812156,0
2008.01.14 13:00:00,25.23,0.0019857029388403776,1
2008.01.14 14:00:00,25.25,0.0007927070947284809,1
2008.01.14 15:00:00,25.42,0.0067326732673268,1
2008.01.15 09:30:00,25.16,0.010228166797797072,0
2008.01.15 10:00:00,24.93,0.0091414944356121,0
2008.01.15 11:00:00,24.71,0.00882470918571997,0
2008.01.15 12:00:00,24.08,0.0254957507082154,0
2008.01.15 13:00:00,23.63,0.018687707641195987,0
2008.01.15 14:00:00,23.72,0.0038087177316969895,1
2008.01.15 15:00:00,23.52,0.008431703204047188,0
2008.01.16 09:30:00,23.49,0.001275510204081681,0
2008.01.16 10:00:00,22.39,0.04682843763303525,0
2008.01.16 11:00:00,22.66,0.01205895489057613,1
2008.01.16 12:00:00,22.96,0.013239187996469582,1
2008.01.16 13:00:00,22.89,0.0030487804878048903,0
2008.01.16 14:00:00,22.93,0.0017474879860200588,1
2008.01.16 15:00:00,22.76,0.0074138682948102115,0
2008.01.17 09:30:00,22.96,0.008787346221441093,1
2008.01.17 10:00:00,22.63,0.014372822299651648,0
2008.01.17 11:00:00,22.83,0.008837825894829841,1
2008.01.17 12:00:00,22.64,0.008322382829610063,0
2008.01.17 13:00:00,22.75,0.004858657243816229,1
2008.01.17 14:00:00,22.83,0.0035164835164834415,1
2008.01.17 15:00:00,22.7,0.005694261936049015,0
2008.01.18 09:30:00,23.1,0.017621145374449435,1
2008.01.18 10:00:00,23.35,0.010822510822510822,1
2008.01.18 11:00:00,22.91,0.01884368308351183,0
2008.01.18 12:00:00,22.99,0.003491924923614068,1
2008.01.18 13:00:00,23.01,0.0008699434536756472,1
2008.01.18 14:00:00,22.8,0.009126466753585433,0
2008.01.18 15:00:00,22.87,0.003070175438596504,1
2008.01.22 09:30:00,20.86,0.08788806296458249,0
2008.01.22 10:00:00,22.04,0.056567593480345145,1
2008.01.22 11:00:00,22.18,0.006352087114337594,1
2008.01.22 12:00:00,22.14,0.001803426510369664,0
2008.01.22 13:00:00,22.42,0.012646793134598064,1
2008.01.22 14:00:00,22.3,0.005352363960749375,0
2008.01.22 15:00:00,22.18,0.005381165919282556,0
2008.01.23 09:30:00,19.27,0.13119927862939587,0
2008.01.23 10:00:00,19.4,0.0067462376751426575,1
2008.01.23 11:00:00,18.45,0.04896907216494842,0
2008.01.23 12:00:00,18.02,0.02330623306233061,0
2008.01.23 13:00:00,18.08,0.0033296337402884974,1
2008.01.23 14:00:00,18.57,0.027101769911504536,1
2008.01.23 15:00:00,18.95,0.020463112547118956,1
2008.01.24 09:30:00,19.63,0.0358839050131926,1
2008.01.24 10:00:00,19.3,0.016811003565970366,0
2008.01.24 11:00:00,18.93,0.0191709844559586,0
2008.01.24 12:00:00,19.07,0.00739566825145275,1
2008.01.24 13:00:00,18.97,0.00524383848977459,0
2008.01.24 14:00:00,18.86,0.005798629414865548,0
2008.01.24 15:00:00,19.0,0.007423117709437994,1
2008.01.25 09:30:00,19.41,0.02157894736842106,1
2008.01.25 10:00:00,19.03,0.019577537351880423,0
2008.01.25 11:00:00,18.88,0.007882291119285451,0
2008.01.25 12:00:00,18.83,0.0026483050847458003,0
2008.01.25 13:00:00,18.61,0.011683483802442851,0
2008.01.25 14:00:00,18.6,0.0005373455131648582,0
2008.01.25 15:00:00,18.52,0.004301075268817303,0
2008.01.28 09:30:00,18.06,0.02483801295896333,0
2008.01.28 10:00:00,18.23,0.009413067552602532,1
2008.01.28 11:00:00,18.66,0.02358749314317058,1
2008.01.28 12:00:00,18.57,0.004823151125401922,0
2008.01.28 13:00:00,18.68,0.005923532579429156,1
2008.01.28 14:00:00,18.48,0.010706638115631655,0
2008.01.28 15:00:00,18.23,0.013528138528138528,0
2008.01.29 09:30:00,18.57,0.018650575973669765,1
2008.01.29 10:00:00,18.66,0.0048465266558965995,1
2008.01.29 11:00:00,18.7,0.002143622722400812,1
2008.01.29 12:00:00,18.51,0.01016042780748651,0
2008.01.29 13:00:00,18.5,0.00054024851431667,0
2008.01.29 14:00:00,18.44,0.003243243243243174,0
2008.01.29 15:00:00,18.69,0.013557483731019521,1
2008.01.30 09:30:00,18.61,0.004280363830925727,0
2008.01.30 10:00:00,18.57,0.0021493820526598145,0
2008.01.30 11:00:00,18.71,0.0075390414647280865,1
2008.01.30 12:00:00,18.81,0.005344735435595824,1
2008.01.30 13:00:00,18.79,0.0010632642211589353,0
2008.01.30 14:00:00,18.82,0.0015965939329431154,1
2008.01.30 15:00:00,18.81,0.0005313496280553434,0
2008.01.31 09:30:00,18.49,0.017012227538543343,0
2008.01.31 10:00:00,18.65,0.008653326122228239,1
2008.01.31 11:00:00,18.76,0.005898123324396943,1
2008.01.31 12:00:00,19.09,0.017590618336886903,1
2008.01.31 13:00:00,19.08,0.0005238344683080966,0
2008.01.31 14:00:00,19.16,0.004192872117400517,1
2008.01.31 15:00:00,19.19,0.0015657620041754246,1
2008.02.01 09:30:00,19.19,0.0,0
2008.02.01 10:00:00,18.9,0.015112037519541568,0
2008.02.01 11:00:00,18.88,0.0010582010582010357,0
2008.02.01 12:00:00,19.03,0.007944915254237402,1
2008.02.01 13:00:00,19.08,0.0026274303730949634,1
2008.02.01 14:00:00,19.07,0.0005241090146749481,0
2008.02.01 15:00:00,19.05,0.0010487676979548807,0
2008.02.04 09:30:00,19.12,0.003674540682414713,1
2008.02.04 10:00:00,19.23,0.0057531380753137774,1
2008.02.04 11:00:00,19.06,0.008840353614144654,0
2008.02.04 12:00:00,18.91,0.00786988457502616,0
2008.02.04 13:00:00,18.81,0.005288207297726146,0
2008.02.04 14:00:00,18.77,0.0021265284423178706,0
2008.02.04 15:00:00,18.81,0.002131060202450674,1
2008.02.05 09:30:00,18.62,0.01010101010100998,0
2008.02.05 10:00:00,18.78,0.008592910848549953,1
2008.02.05 11:00:00,18.65,0.006922257720979902,0
2008.02.05 12:00:00,18.59,0.0032171581769436315,0
2008.02.05 13:00:00,18.44,0.0080688542227003,0
2008.02.05 14:00:00,18.41,0.0016268980477224043,0
2008.02.05 15:00:00,18.47,0.003259098316132467,1
2008.02.06 09:30:00,18.55,0.004331348132106218,1
2008.02.06 10:00:00,18.37,0.009703504043126669,0
2008.02.06 11:00:00,18.32,0.002721829069134497,0
2008.02.06 12:00:00,18.15,0.009279475982532844,0
2008.02.06 13:00:00,17.77,0.020936639118457247,0
2008.02.06 14:00:00,17.66,0.0061902082160945095,0
2008.02.06 15:00:00,17.4,0.014722536806342104,0
2008.02.07 09:30:00,16.75,0.03735632183908038,0
2008.02.07 10:00:00,16.84,0.005373134328358201,1
2008.02.07 11:00:00,16.99,0.008907363420427469,1
2008.02.07 12:00:00,17.12,0.007651559741024283,1
2008.02.07 13:00:00,17.28,0.009345794392523372,1
2008.02.07 14:00:00,17.2,0.004629629629629736,0
2008.02.07 15:00:00,16.97,0.01337209302325584,0
2008.02.08 09:30:00,17.44,0.027695934001178694,1
2008.02.08 10:00:00,17.62,0.010321100917431176,1
2008.02.08 11:00:00,17.73,0.006242905788876245,1
2008.02.08 12:00:00,17.66,0.003948110547095335,0
2008.02.08 13:00:00,17.37,0.016421291053227583,0
2008.02.08 14:00:00,17.45,0.004605641911341295,1
2008.02.08 15:00:00,17.49,0.0022922636103151375,1
2008.02.11 09:30:00,18.19,0.04002287021154962,1
2008.02.11 10:00:00,18.17,0.001099505222649784,0
2008.02.11 11:00:00,18.23,0.003302146395156781,1
2008.02.11 12:00:00,18.25,0.0010970927043334928,1
2008.02.11 13:00:00,18.39,0.00767123287671236,1
2008.02.11 14:00:00,18.37,0.0010875475802066107,0
2008.02.11 15:00:00,18.34,0.0016330974414807368,0
2008.02.12 09:30:00,18.43,0.004907306434023984,1
2008.02.12 10:00:00,18.32,0.0059685295713510274,0
2008.02.12 11:00:00,18.39,0.0038209606986899717,1
2008.02.12 12:00:00,18.15,0.013050570962479717,0
2008.02.12 13:00:00,18.04,0.006060606060606029,0
2008.02.12 14:00:00,17.94,0.005543237250554206,0
2008.02.12 15:00:00,17.66,0.015607580824972192,0
2008.02.13 09:30:00,17.95,0.016421291053227583,1
2008.02.13 10:00:00,18.05,0.0055710306406686035,1
2008.02.13 11:00:00,18.05,0.0,0
2008.02.13 12:00:00,18.11,0.003324099722991619,1
2008.02.13 13:00:00,18.19,0.004417448923246927,1
2008.02.13 14:00:00,18.38,0.010445299615173046,1
2008.02.13 15:00:00,18.44,0.0032644178454843457,1
2008.02.14 09:30:00,18.23,0.011388286334056445,0
2008.02.14 10:00:00,18.32,0.004936917169500815,1
2008.02.14 11:00:00,18.24,0.004366812227074336,0
2008.02.14 12:00:00,18.28,0.002192982456140499,1
2008.02.14 13:00:00,18.22,0.0032822757111598618,0
2008.02.14 14:00:00,18.18,0.0021953896816684494,0
2008.02.14 15:00:00,18.14,0.0022002200220021533,0
2008.02.15 09:30:00,17.97,0.009371554575523798,0
2008.02.15 10:00:00,17.93,0.002225932109070626,0
2008.02.15 11:00:00,17.74,0.010596765197992263,0
2008.02.15 12:00:00,17.73,0.0005636978579480277,0
2008.02.15 13:00:00,17.72,0.0005640157924422766,0
2008.02.15 14:00:00,17.73,0.0005643340857788692,1
2008.02.15 15:00:00,17.75,0.0011280315848843528,1
2008.02.19 09:30:00,17.9,0.008450704225352032,1
2008.02.19 10:00:00,17.8,0.005586592178770831,0
2008.02.19 11:00:00,17.82,0.0011235955056179536,1
2008.02.19 12:00:00,17.9,0.00448933782267106,1
2008.02.19 13:00:00,17.86,0.0022346368715083324,0
2008.02.19 14:00:00,17.53,0.018477043673012224,0
2008.02.19 15:00:00,17.35,0.010268111808328562,0
2008.02.20 09:30:00,17.38,0.0017291066282419355,1
2008.02.20 10:00:00,17.42,0.002301495972382204,1
2008.02.20 11:00:00,17.43,0.0005740528128586687,1
2008.02.20 12:00:00,17.54,0.006310958118187001,1
2008.02.20 13:00:00,17.51,0.0017103762827820744,0
2008.02.20 14:00:00,17.47,0.0022844089091949,0
2008.02.20 15:00:00,17.51,0.0022896393817975215,1
2008.02.21 09:30:00,17.83,0.01827527127355778,1
2008.02.21 10:00:00,17.49,0.019068984856982607,0
2008.02.21 11:00:00,17.43,0.003430531732418452,0
2008.02.21 12:00:00,17.45,0.0011474469305794363,1
2008.02.21 13:00:00,17.44,0.0005730659025786826,0
2008.02.21 14:00:00,17.45,0.0005733944954127299,1
2008.02.21 15:00:00,17.27,0.010315186246418322,0
2008.02.22 09:30:00,17.24,0.0017371163867979814,0
2008.02.22 10:00:00,16.97,0.015661252900231994,0
2008.02.22 11:00:00,16.94,0.0017678255745431695,0
2008.02.22 12:00:00,16.84,0.005903187721369623,0
2008.02.22 13:00:00,16.73,0.0065320665083135054,0
2008.02.22 14:00:00,16.66,0.004184100418410059,0
2008.02.22 15:00:00,16.55,0.006602641056422534,0
2008.02.25 09:30:00,16.81,0.015709969788519518,1
2008.02.25 10:00:00,16.74,0.004164187983343265,0
2008.02.25 11:00:00,16.84,0.005973715651135091,1
2008.02.25 12:00:00,16.79,0.0029691211401425602,0
2008.02.25 13:00:00,16.67,0.007147111375818788,0
2008.02.25 14:00:00,16.68,0.0005998800239950815,1
2008.02.25 15:00:00,16.76,0.004796163069544475,1
2008.02.26 09:30:00,16.68,0.00477326968973758,0
2008.02.26 10:00:00,16.49,0.011390887290167942,0
2008.02.26 11:00:00,16.68,0.011522134627046774,1
2008.02.26 12:00:00,17.0,0.019184652278177474,1
2008.02.26 13:00:00,17.05,0.002941176470588277,1
2008.02.26 14:00:00,17.05,0.0,0
2008.02.26 15:00:00,16.87,0.01055718475073312,0
2008.02.27 09:30:00,16.87,0.0,0
2008.02.27 10:00:00,16.96,0.005334914048606986,1
2008.02.27 11:00:00,17.11,0.008844339622641426,1
2008.02.27 12:00:00,17.21,0.005844535359439008,1
2008.02.27 13:00:00,17.27,0.0034863451481695943,1
2008.02.27 14:00:00,17.18,0.005211349160393738,0
2008.02.27 15:00:00,17.33,0.008731082654249045,1
2008.02.28 09:30:00,17.97,0.03693017888055399,1
2008.02.28 10:00:00,18.16,0.01057317751808577,1
2008.02.28 11:00:00,18.29,0.0071585903083699895,1
2008.02.28 12:00:00,18.39,0.005467468562055846,1
2008.02.28 13:00:00,18.44,0.0027188689505166235,1
2008.02.28 14:00:00,18.52,0.004338394793926155,1
2008.02.28 15:00:00,18.54,0.0010799136069114242,1
2008.02.29 09:30:00,18.35,0.01024811218985964,0
2008.02.29 10:00:00,18.11,0.01307901907356959,0
2008.02.29 11:00:00,18.11,0.0,0
2008.02.29 12:00:00,18.05,0.0033130866924350483,0
2008.02.29 13:00:00,18.05,0.0,0
2008.02.29 14:00:00,17.94,0.006094182825484733,0
2008.02.29 15:00:00,17.83,0.006131549609810646,0
2008.03.03 09:30:00,17.59,0.013460459899046465,0
2008.03.03 10:00:00,17.24,0.019897669130187687,0
2008.03.03 11:00:00,17.19,0.0029002320185613204,0
2008.03.03 12:00:00,17.24,0.002908667830133633,1
2008.03.03 13:00:00,17.19,0.0029002320185613204,0
2008.03.03 14:00:00,16.86,0.019197207678883176,0
2008.03.03 15:00:00,16.9,0.0023724792408065924,1
2008.03.04 09:30:00,17.2,0.01775147928994087,1
2008.03.04 10:00:00,17.3,0.005813953488372176,1
2008.03.04 11:00:00,17.33,0.001734104046242635,1
2008.03.04 12:00:00,17.43,0.005770340450086638,1
2008.03.04 13:00:00,17.31,0.006884681583476822,0
2008.03.04 14:00:00,17.23,0.004621606008087712,0
2008.03.04 15:00:00,17.44,0.012188044109112063,1
2008.03.05 09:30:00,17.46,0.0011467889908256636,1
2008.03.05 10:00:00,17.52,0.0034364261168384146,1
2008.03.05 11:00:00,17.62,0.005707762557077707,1
2008.03.05 12:00:00,17.66,0.002270147559591325,1
2008.03.05 13:00:00,17.57,0.005096262740656844,0
2008.03.05 14:00:00,17.51,0.0034149117814455733,0
2008.03.05 15:00:00,17.63,0.006853226727584091,1
2008.03.06 09:30:00,17.8,0.009642654566080641,1
2008.03.06 10:00:00,17.98,0.010112359550561782,1
2008.03.06 11:00:00,18.02,0.0022246941045605756,1
2008.03.06 12:00:00,17.74,0.015538290788013382,0
2008.03.06 13:00:00,17.56,0.010146561443066502,0
2008.03.06 14:00:00,17.62,0.0034168564920274646,1
2008.03.06 15:00:00,17.26,0.02043132803632233,0
2008.03.07 09:30:00,17.12,0.008111239860950206,0
2008.03.07 10:00:00,17.33,0.012266355140186758,1
2008.03.07 11:00:00,17.3,0.0017311021350258273,0
2008.03.07 12:00:00,17.18,0.0069364161849711555,0
2008.03.07 13:00:00,17.03,0.008731082654249045,0
2008.03.07 14:00:00,17.01,0.0011743981209629813,0
2008.03.07 15:00:00,17.17,0.009406231628453858,1
2008.03.10 09:30:00,17.3,0.007571345369831042,1
2008.03.10 10:00:00,17.38,0.0046242774566473,1
2008.03.10 11:00:00,17.33,0.0028768699654776013,0
2008.03.10 12:00:00,17.17,0.009232544720138292,0
2008.03.10 13:00:00,17.19,0.0011648223645893752,1
2008.03.10 14:00:00,17.05,0.00814426992437467,0
2008.03.10 15:00:00,17.09,0.0023460410557184248,1
2008.03.11 09:30:00,17.52,0.025160912814511393,1
2008.03.11 10:00:00,17.48,0.0022831050228310015,0
2008.03.11 11:00:00,17.43,0.002860411899313542,0
2008.03.11 12:00:00,17.45,0.0011474469305794363,1
2008.03.11 13:00:00,17.56,0.00630372492836673,1
2008.03.11 14:00:00,17.72,0.009111617312072901,1
2008.03.11 15:00:00,17.87,0.008465011286681836,1
2008.03.12 09:30:00,17.95,0.004476776720760956,1
2008.03.12 10:00:00,17.9,0.0027855153203343017,0
2008.03.12 11:00:00,18.11,0.011731843575419043,1
2008.03.12 12:00:00,18.1,0.0005521811154057432,0
2008.03.12 13:00:00,18.05,0.0027624309392265583,0
2008.03.12 14:00:00,18.06,0.0005540166204985047,1
2008.03.12 15:00:00,17.88,0.00996677740863786,0
2008.03.13 09:30:00,17.61,0.015100671140939574,0
2008.03.13 10:00:00,17.57,0.0022714366837023933,0
2008.03.13 11:00:00,17.62,0.002845759817871412,1
2008.03.13 12:00:00,17.77,0.008513053348467569,1
2008.03.13 13:00:00,17.83,0.0033764772087787687,1
2008.03.13 14:00:00,18.15,0.01794727986539542,1
2008.03.13 15:00:00,18.17,0.0011019283746558197,1
2008.03.14 09:30:00,18.07,0.005503577325261497,0
2008.03.14 10:00:00,17.74,0.018262313226342104,0
2008.03.14 11:00:00,18.01,0.015219842164599953,1
2008.03.14 12:00:00,17.97,0.002220988339811366,0
2008.03.14 13:00:00,17.94,0.0016694490818028706,0
2008.03.14 14:00:00,17.79,0.008361204013378044,0
2008.03.14 15:00:00,17.93,0.007869589657110768,1
2008.03.17 09:30:00,17.5,0.023982152816508628,0
2008.03.17 10:00:00,17.72,0.012571428571428506,1
2008.03.17 11:00:00,17.8,0.004514672686230353,1
2008.03.17 12:00:00,17.58,0.012359550561797888,0
2008.03.17 13:00:00,17.53,0.0028441410693968807,0
2008.03.17 14:00:00,17.76,0.013120365088419876,1
2008.03.17 15:00:00,18.03,0.015202702702702678,1
2008.03.18 09:30:00,18.38,0.019412090959511807,1
2008.03.18 10:00:00,18.4,0.0010881392818280508,1
2008.03.18 11:00:00,18.46,0.003260869565217515,1
2008.03.18 12:00:00,18.47,0.0005417118093173353,1
2008.03.18 13:00:00,18.67,0.010828370330265449,1
2008.03.18 14:00:00,18.44,0.012319228709159101,0
2008.03.18 15:00:00,18.75,0.01681127982646414,1
2008.03.19 09:30:00,18.89,0.007466666666666697,1
2008.03.19 10:00:00,18.71,0.009528851244044453,0
2008.03.19 11:00:00,18.73,0.0010689470871191647,1
2008.03.19 12:00:00,18.73,0.0,0
2008.03.19 13:00:00,18.66,0.0037373198077949965,0
2008.03.19 14:00:00,18.58,0.004287245444801814,0
2008.03.19 15:00:00,18.52,0.003229278794402515,0
2008.03.20 09:30:00,18.55,0.001619870410367232,1
2008.03.20 10:00:00,18.58,0.0016172506738543172,1
2008.03.20 11:00:00,18.45,0.006996770721205544,0
2008.03.20 12:00:00,18.48,0.0016260162601626632,1
2008.03.20 13:00:00,18.54,0.0032467532467531776,1
2008.03.20 14:00:00,18.65,0.0059331175836029905,1
2008.03.20 15:00:00,18.82,0.009115281501340574,1
2008.03.24 09:30:00,19.09,0.014346439957492007,1
2008.03.24 10:00:00,19.22,0.006809848088004139,1
2008.03.24 11:00:00,19.67,0.023413111342351866,1
2008.03.24 12:00:00,19.92,0.012709710218607015,1
2008.03.24 13:00:00,19.94,0.0010040160642570066,1
2008.03.24 14:00:00,19.82,0.006018054162487512,0
2008.03.24 15:00:00,19.81,0.0005045408678103715,0
2008.03.25 09:30:00,19.75,0.003028773346794484,0
2008.03.25 10:00:00,19.62,0.006582278481012608,0
2008.03.25 11:00:00,19.88,0.013251783893985626,1
2008.03.25 12:00:00,19.94,0.003018108651911583,1
2008.03.25 13:00:00,19.98,0.0020060180541624445,1
2008.03.25 14:00:00,20.2,0.011011011011010954,1
2008.03.25 15:00:00,20.11,0.004455445544554449,0
2008.03.26 09:30:00,20.09,0.000994530084535036,0
2008.03.26 10:00:00,20.26,0.008461921353907501,1
2008.03.26 11:00:00,20.54,0.013820335636722485,1
2008.03.26 12:00:00,20.57,0.0014605647517040477,1
2008.03.26 13:00:00,20.58,0.0004861448711715124,1
2008.03.26 14:00:00,20.5,0.0038872691933915598,0
2008.03.26 15:00:00,20.57,0.0034146341463414773,1
2008.03.27 09:30:00,20.5,0.0034030140982012776,0
2008.03.27 10:00:00,20.38,0.005853658536585414,0
2008.03.27 11:00:00,20.37,0.0004906771344454372,0
2008.03.27 12:00:00,20.36,0.0004909180166912893,0
2008.03.27 13:00:00,20.16,0.009823182711198393,0
2008.03.27 14:00:00,20.19,0.0014880952380952944,1
2008.03.27 15:00:00,20.0,0.009410599306587481,0
2008.03.28 09:30:00,20.23,0.01150000000000002,1
2008.03.28 10:00:00,20.4,0.008403361344537723,1
2008.03.28 11:00:00,20.43,0.0014705882352941736,1
2008.03.28 12:00:00,20.51,0.003915810083211055,1
2008.03.28 13:00:00,20.47,0.001950268161872389,0
2008.03.28 14:00:00,20.4,0.0034196384953590763,0
2008.03.28 15:00:00,20.32,0.003921568627450897,0
2008.03.31 09:30:00,20.45,0.006397637795275542,1
2008.03.31 10:00:00,20.54,0.004400977995110017,1
2008.03.31 11:00:00,20.53,0.0004868549172345672,0
2008.03.31 12:00:00,20.36,0.008280565026790147,0
2008.03.31 13:00:00,20.52,0.007858546168958749,1
2008.03.31 14:00:00,20.44,0.003898635477582763,0
2008.03.31 15:00:00,20.45,0.0004892367906065562,1
2008.04.01 09:30:00,20.79,0.01662591687041564,1
2008.04.01 10:00:00,20.71,0.003848003848003766,0
2008.04.01 11:00:00,20.74,0.0014485755673586472,1
2008.04.01 12:00:00,21.04,0.014464802314368405,1
2008.04.01 13:00:00,21.02,0.000950570342205303,0
2008.04.01 14:00:00,20.99,0.001427212178877314,0
2008.04.01 15:00:00,21.09,0.004764173415912407,1
2008.04.02 09:30:00,21.13,0.0018966334755808037,1
2008.04.02 10:00:00,21.2,0.003312825366777108,1
2008.04.02 11:00:00,21.38,0.008490566037735837,1
2008.04.02 12:00:00,21.09,0.013564078578110345,0
2008.04.02 13:00:00,21.01,0.0037932669511616074,0
2008.04.02 14:00:00,20.92,0.004283674440742497,0
2008.04.02 15:00:00,20.84,0.0038240917782027648,0
2008.04.03 09:30:00,21.0,0.007677543186180429,1
2008.04.03 10:00:00,21.27,0.012857142857142836,1
2008.04.03 11:00:00,21.29,0.0009402914903619922,1
2008.04.03 12:00:00,21.47,0.008454673555659922,1
2008.04.03 13:00:00,21.68,0.009781089892873818,1
2008.04.03 14:00:00,21.59,0.004151291512915122,0
2008.04.03 15:00:00,21.54,0.002315886984715179,0
2008.04.04 09:30:00,21.59,0.0023212627669452514,1
2008.04.04 10:00:00,21.54,0.002315886984715179,0
2008.04.04 11:00:00,21.69,0.006963788300835754,1
2008.04.04 12:00:00,21.71,0.0009220839096357571,1
2008.04.04 13:00:00,21.92,0.00967296176877019,1
2008.04.04 14:00:00,21.86,0.002737226277372366,0
2008.04.04 15:00:00,21.73,0.0059469350411710436,0
2008.04.07 09:30:00,22.2,0.021629084215370402,1
2008.04.07 10:00:00,22.32,0.005405405405405451,1
2008.04.07 11:00:00,22.48,0.007168458781362013,1
2008.04.07 12:00:00,22.66,0.008007117437722406,1
2008.04.07 13:00:00,22.4,0.011473962930273678,0
2008.04.07 14:00:00,22.19,0.00937499999999988,0
2008.04.07 15:00:00,22.16,0.0013519603424966714,0
2008.04.08 09:30:00,21.8,0.016245487364620913,0
2008.04.08 10:00:00,21.97,0.007798165137614594,1
2008.04.08 11:00:00,22.08,0.005006827492034567,1
2008.04.08 12:00:00,22.04,0.0018115942028985121,0
2008.04.08 13:00:00,21.96,0.003629764065335676,0
2008.04.08 14:00:00,21.76,0.009107468123861534,0
2008.04.08 15:00:00,21.77,0.0004595588235293203,1
2008.04.09 09:30:00,21.6,0.007808911345888753,0
2008.04.09 10:00:00,21.63,0.001388888888888777,1
2008.04.09 11:00:00,21.5,0.006010171058714702,0
2008.04.09 12:00:00,21.49,0.00046511627906984016,0
2008.04.09 13:00:00,21.53,0.0018613308515589904,1
2008.04.09 14:00:00,21.53,0.0,0
2008.04.09 15:00:00,21.5,0.0013934045517882553,0
2008.04.10 09:30:00,21.51,0.00046511627906984016,1
2008.04.10 10:00:00,21.67,0.00743840074384008,1
2008.04.10 11:00:00,21.99,0.014766958929395326,1
2008.04.10 12:00:00,22.03,0.0018190086402911643,1
2008.04.10 13:00:00,22.04,0.00045392646391275576,1
2008.04.10 14:00:00,22.05,0.0004537205081670401,1
2008.04.10 15:00:00,21.97,0.003628117913832283,0
2008.04.11 09:30:00,21.77,0.009103322712790136,0
2008.04.11 10:00:00,21.66,0.005052824988516281,0
2008.04.11 11:00:00,21.63,0.0013850415512465899,0
2008.04.11 12:00:00,21.52,0.005085529357373992,0
2008.04.11 13:00:00,21.11,0.019052044609665433,0
2008.04.11 14:00:00,21.0,0.005210800568450944,0
2008.04.11 15:00:00,20.91,0.004285714285714279,0
2008.04.14 09:30:00,20.65,0.012434241989478793,0
2008.04.14 10:00:00,20.76,0.005326876513317336,1
2008.04.14 11:00:00,21.05,0.013969171483622308,1
2008.04.14 12:00:00,21.15,0.004750593824227927,1
2008.04.14 13:00:00,21.07,0.0037825059101654042,0
